,file_path,year,pond,date,Lcapito
1654,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_234800.wav,2015,2a,2015-05-02 23:48:00,0.0
1659,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150430_234600.wav,2015,2a,2015-04-30 23:46:00,0.0
1661,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_204800.wav,2015,2a,2015-05-02 20:48:00,0.0
1663,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150321_222000.wav,2015,2a,2015-03-21 22:20:00,0.0
1664,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150505_004900.wav,2015,2a,2015-05-05 00:49:00,0.0
1666,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150412_003400.wav,2015,2a,2015-04-12 00:34:00,0.0
1667,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_005400.wav,2015,2a,2015-05-12 00:54:00,0.0
1668,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150508_215200.wav,2015,2a,2015-05-08 21:52:00,0.0
1670,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150217_195700.wav,2015,2a,2015-02-17 19:57:00,0.0
1672,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150220_005800.wav,2015,2a,2015-02-20 00:58:00,0.0
1674,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150513_005400.wav,2015,2a,2015-05-13 00:54:00,0.0
1675,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_224800.wav,2015,2a,2015-05-02 22:48:00,0.0
1676,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150217_185700.wav,2015,2a,2015-02-17 18:57:00,0.0
1678,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_235400.wav,2015,2a,2015-05-12 23:54:00,0.0
1679,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_213300.wav,2015,2a,2015-04-10 21:33:00,0.0
1681,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_194500.wav,2015,2a,2015-02-03 19:45:00,0.0
1682,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_223300.wav,2015,2a,2015-04-10 22:33:00,0.0
1683,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150511_205400.wav,2015,2a,2015-05-11 20:54:00,0.0
1684,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_203700.wav,2015,2a,2015-04-17 20:37:00,0.0
1685,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_192000.wav,2015,2a,2015-03-22 19:20:00,0.0
1686,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_191900.wav,2015,2a,2015-03-19 19:19:00,0.0
1688,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_233300.wav,2015,2a,2015-04-10 23:33:00,0.0
1689,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150409_233200.wav,2015,2a,2015-04-09 23:32:00,0.0
1690,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150402_232800.wav,2015,2a,2015-04-02 23:28:00,0.0
1692,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150223_200100.wav,2015,2a,2015-02-23 20:01:00,0.0
1694,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_233700.wav,2015,2a,2015-04-17 23:37:00,0.0
1700,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150402_222800.wav,2015,2a,2015-04-02 22:28:00,0.0
1702,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_225400.wav,2015,2a,2015-05-12 22:54:00,0.0
1703,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_223900.wav,2015,2a,2015-04-19 22:39:00,0.0
1704,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150307_191000.wav,2015,2a,2015-03-07 19:10:00,0.0
1705,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150321_232000.wav,2015,2a,2015-03-21 23:20:00,0.0
1708,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150219_185800.wav,2015,2a,2015-02-19 18:58:00,0.0
1709,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150402_212800.wav,2015,2a,2015-04-02 21:28:00,0.0
1711,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_204700.wav,2015,2a,2015-02-05 20:47:00,0.0
1712,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_193700.wav,2015,2a,2015-04-17 19:37:00,0.0
1713,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150503_004800.wav,2015,2a,2015-05-03 00:48:00,0.0
1715,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150511_215400.wav,2015,2a,2015-05-11 21:54:00,0.0
1719,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150510_235300.wav,2015,2a,2015-05-10 23:53:00,0.0
1720,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150430_214600.wav,2015,2a,2015-04-30 21:46:00,0.0
1721,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_212000.wav,2015,2a,2015-03-22 21:20:00,0.0
1722,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150418_003700.wav,2015,2a,2015-04-18 00:37:00,0.0
1725,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150219_225800.wav,2015,2a,2015-02-19 22:58:00,0.0
1727,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150308_201100.wav,2015,2a,2015-03-08 20:11:00,0.0
1728,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_184700.wav,2015,2a,2015-02-05 18:47:00,1.0
1729,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150504_214900.wav,2015,2a,2015-05-04 21:49:00,0.0
1730,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150223_190100.wav,2015,2a,2015-02-23 19:01:00,0.0
1734,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_002000.wav,2015,2a,2015-03-22 00:20:00,0.0
1735,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_003800.wav,2015,2a,2015-04-19 00:38:00,0.0
1737,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_004600.wav,2015,2a,2015-02-05 00:46:00,0.0
1739,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150511_005300.wav,2015,2a,2015-05-11 00:53:00,0.0
1741,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150323_002000.wav,2015,2a,2015-03-23 00:20:00,0.0
1742,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150308_191100.wav,2015,2a,2015-03-08 19:11:00,0.0
1743,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150204_214600.wav,2015,2a,2015-02-04 21:46:00,0.0
1746,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_214700.wav,2015,2a,2015-02-05 21:47:00,0.0
1747,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_232000.wav,2015,2a,2015-03-22 23:20:00,0.0
1748,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150420_003900.wav,2015,2a,2015-04-20 00:39:00,0.0
1750,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_233900.wav,2015,2a,2015-04-19 23:39:00,0.0
1751,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_224700.wav,2015,2a,2015-02-05 22:47:00,0.0
1752,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_211900.wav,2015,2a,2015-03-19 21:19:00,0.0
1754,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150205_234700.wav,2015,2a,2015-02-05 23:47:00,0.0
1755,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_222000.wav,2015,2a,2015-03-22 22:20:00,0.0
1756,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_213900.wav,2015,2a,2015-04-19 21:39:00,0.0
1758,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150206_004700.wav,2015,2a,2015-02-06 00:47:00,0.0
1759,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150320_211900.wav,2015,2a,2015-03-20 21:19:00,0.0
1761,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150321_001900.wav,2015,2a,2015-03-21 00:19:00,0.0
1764,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_231900.wav,2015,2a,2015-03-19 23:19:00,0.0
1765,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150320_001900.wav,2015,2a,2015-03-20 00:19:00,0.0
1767,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_221900.wav,2015,2a,2015-03-19 22:19:00,0.0
1768,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_231000.wav,2015,6a,2015-03-06 23:10:00,0.0
1769,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_224400.wav,2015,6a,2015-02-02 22:44:00,0.0
1770,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_234700.wav,2015,6a,2015-02-05 23:47:00,0.0
1771,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150307_001000.wav,2015,6a,2015-03-07 00:10:00,0.0
1773,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150206_004700.wav,2015,6a,2015-02-06 00:47:00,0.0
1774,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_184400.wav,2015,6a,2015-02-02 18:44:00,0.0
1775,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150307_221000.wav,2015,6a,2015-03-07 22:10:00,0.0
1777,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_210900.wav,2015,6a,2015-03-05 21:09:00,0.0
1778,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_224500.wav,2015,6a,2015-02-03 22:45:00,0.0
1779,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150216_185600.wav,2015,6a,2015-02-16 18:56:00,0.0
1780,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_215700.wav,2015,6a,2015-02-18 21:57:00,0.0
1781,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_214700.wav,2015,6a,2015-02-05 21:47:00,0.0
1782,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150223_210100.wav,2015,6a,2015-02-23 21:01:00,0.0
1783,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150219_215800.wav,2015,6a,2015-02-19 21:58:00,0.0
1784,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150227_000400.wav,2015,6a,2015-02-27 00:04:00,0.0
1786,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_215700.wav,2015,6a,2015-02-17 21:57:00,0.0
1787,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_185700.wav,2015,6a,2015-02-18 18:57:00,0.0
1788,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_195700.wav,2015,6a,2015-02-18 19:57:00,0.0
1790,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150216_215600.wav,2015,6a,2015-02-16 21:56:00,0.0
1791,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150219_005700.wav,2015,6a,2015-02-19 00:57:00,0.0
1792,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_204400.wav,2015,6a,2015-02-02 20:44:00,0.0
1796,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150226_230400.wav,2015,6a,2015-02-26 23:04:00,0.0
1797,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_230900.wav,2015,6a,2015-03-05 23:09:00,0.0
1798,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_234400.wav,2015,6a,2015-02-02 23:44:00,0.0
1800,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150314_001400.wav,2015,6a,2015-03-14 00:14:00,0.0
1801,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150308_231100.wav,2015,6a,2015-03-08 23:11:00,0.0
1802,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_194400.wav,2015,6a,2015-02-02 19:44:00,0.0
1803,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_224700.wav,2015,6a,2015-02-05 22:47:00,0.0
1804,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_234500.wav,2015,6a,2015-02-03 23:45:00,0.0
1805,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_225700.wav,2015,6a,2015-02-18 22:57:00,0.0
1806,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_214500.wav,2015,6a,2015-02-03 21:45:00,0.0
1807,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_190900.wav,2015,6a,2015-03-05 19:09:00,0.0
1809,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150219_195800.wav,2015,6a,2015-02-19 19:58:00,0.0
1811,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_000900.wav,2015,6a,2015-03-06 00:09:00,0.0
1812,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_205700.wav,2015,6a,2015-02-17 20:57:00,0.0
1814,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150224_210200.wav,2015,6a,2015-02-24 21:02:00,0.0
1816,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150216_205600.wav,2015,6a,2015-02-16 20:56:00,0.0
1817,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_195700.wav,2015,6a,2015-02-17 19:57:00,0.0
1818,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_005600.wav,2015,6a,2015-02-17 00:56:00,0.0
1820,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_184500.wav,2015,6a,2015-02-03 18:45:00,0.0
1822,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150216_195600.wav,2015,6a,2015-02-16 19:56:00,0.0
1823,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_214400.wav,2015,6a,2015-02-02 21:44:00,0.0
1825,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_220900.wav,2015,6a,2015-03-05 22:09:00,0.0
1827,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150315_201600.wav,2015,6a,2015-03-15 20:16:00,0.0
1828,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_200900.wav,2015,6a,2015-03-05 20:09:00,0.0
1829,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150313_221400.wav,2015,6a,2015-03-13 22:14:00,0.0
1831,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150314_221500.wav,2015,6a,2015-03-14 22:15:00,0.0
1833,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150501_004600.wav,2015,6a,2015-05-01 00:46:00,0.0
1834,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_210300.wav,2015,6a,2015-02-25 21:03:00,0.0
1835,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_004400.wav,2015,6a,2015-02-03 00:44:00,0.0
1837,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_185700.wav,2015,6a,2015-02-17 18:57:00,0.0
1838,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_220300.wav,2015,6a,2015-02-25 22:03:00,0.0
1839,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150204_004500.wav,2015,6a,2015-02-04 00:45:00,0.0
1840,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150313_211400.wav,2015,6a,2015-03-13 21:14:00,0.0
1841,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_190300.wav,2015,6a,2015-02-25 19:03:00,0.0
1843,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150430_234600.wav,2015,6a,2015-04-30 23:46:00,0.0
1845,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150315_191600.wav,2015,6a,2015-03-15 19:16:00,0.0
1846,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150307_191000.wav,2015,6a,2015-03-07 19:10:00,0.0
1847,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150416_223700.wav,2015,6a,2015-04-16 22:37:00,0.0
1848,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150226_190400.wav,2015,6a,2015-02-26 19:04:00,0.0
1850,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150216_225600.wav,2015,6a,2015-02-16 22:56:00,0.0
1851,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_230300.wav,2015,6a,2015-02-25 23:03:00,0.0
1853,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150226_210400.wav,2015,6a,2015-02-26 21:04:00,0.0
1854,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_194500.wav,2015,6a,2015-02-03 19:45:00,0.0
1855,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150416_193700.wav,2015,6a,2015-04-16 19:37:00,0.0
1858,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150223_190100.wav,2015,6a,2015-02-23 19:01:00,0.0
1860,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150417_003700.wav,2015,6a,2015-04-17 00:37:00,0.0
1863,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150313_191400.wav,2015,6a,2015-03-13 19:14:00,0.0
1864,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_000200.wav,2015,6a,2015-02-25 00:02:00,0.0
1865,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150510_235300.wav,2015,6a,2015-05-10 23:53:00,0.0
1867,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150219_205800.wav,2015,6a,2015-02-19 20:58:00,0.0
1869,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_200300.wav,2015,6a,2015-02-25 20:03:00,0.0
1870,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_235700.wav,2015,6a,2015-02-18 23:57:00,0.0
1871,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150416_213700.wav,2015,6a,2015-04-16 21:37:00,0.0
1873,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_225700.wav,2015,6a,2015-02-17 22:57:00,0.0
1874,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150403_202800.wav,2015,6a,2015-04-03 20:28:00,0.0
1875,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150322_002000.wav,2015,6a,2015-03-22 00:20:00,0.0
1876,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150203_204500.wav,2015,6a,2015-02-03 20:45:00,0.0
1877,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_194700.wav,2015,6a,2015-02-05 19:47:00,0.0
1878,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150313_001400.wav,2015,6a,2015-03-13 00:14:00,0.0
1879,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150204_224600.wav,2015,6a,2015-02-04 22:46:00,0.0
1880,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150417_213700.wav,2015,6a,2015-04-17 21:37:00,0.0
1883,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_201000.wav,2015,6a,2015-03-06 20:10:00,0.0
1884,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150218_205700.wav,2015,6a,2015-02-18 20:57:00,0.0
1885,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_191000.wav,2015,6a,2015-03-06 19:10:00,0.0
1886,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150403_192800.wav,2015,6a,2015-04-03 19:28:00,0.0
1887,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150314_211500.wav,2015,6a,2015-03-14 21:15:00,0.0
1888,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150226_000300.wav,2015,6a,2015-02-26 00:03:00,0.0
1889,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150312_191400.wav,2015,6a,2015-03-12 19:14:00,0.0
1890,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150309_001100.wav,2015,6a,2015-03-09 00:11:00,0.0
1891,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150312_201400.wav,2015,6a,2015-03-12 20:14:00,0.0
1892,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150418_223800.wav,2015,6a,2015-04-18 22:38:00,0.0
1893,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150411_233400.wav,2015,6a,2015-04-11 23:34:00,0.0
1894,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150224_220200.wav,2015,6a,2015-02-24 22:02:00,0.0
1896,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150510_215300.wav,2015,6a,2015-05-10 21:53:00,0.0
1897,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150510_225300.wav,2015,6a,2015-05-10 22:53:00,0.0
1898,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_004600.wav,2015,6a,2015-02-05 00:46:00,0.0
1899,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150320_191900.wav,2015,6a,2015-03-20 19:19:00,0.0
1900,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150219_185800.wav,2015,6a,2015-02-19 18:58:00,0.0
1901,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150405_233000.wav,2015,6a,2015-04-05 23:30:00,0.0
1902,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150418_193800.wav,2015,6a,2015-04-18 19:38:00,0.0
1905,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150511_215400.wav,2015,6a,2015-05-11 21:54:00,0.0
1906,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_221000.wav,2015,6a,2015-03-06 22:10:00,0.0
1907,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150223_220100.wav,2015,6a,2015-02-23 22:01:00,0.0
1908,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_204700.wav,2015,6a,2015-02-05 20:47:00,0.0
1909,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_184700.wav,2015,6a,2015-02-05 18:47:00,0.0
1911,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150307_201000.wav,2015,6a,2015-03-07 20:10:00,0.0
1912,/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150224_190200.wav,2015,6a,2015-02-24 19:02:00,0.0
